EntityID,entity_Labels,entity_text,
959,"['__Entity__', 'Month']",July,
960,"['__Entity__', 'Currency']",210 million francs,
961,"['__Entity__', 'Tram Line']",Trajet,
962,"['__Entity__', 'Construction Phase']",Première phase,
964,"['__Entity__', 'Transportation', 'Tramway', 'Tramway Line']",ligne 12,
966,"['__Entity__', 'Company']",çõn,
967,"['__Entity__', 'Location']",quartier des Nations,
968,"['__Entity__', 'Location']",Le Grand-Saconnex,
969,"['__Entity__', 'Project', 'Infrastructure']",projet de route,
970,"['__Entity__', 'Person']",élus écologistes,
971,"['__Entity__', 'Location', 'Station']",Saint-Julien,
972,"['__Entity__', 'Station']",douane,
973,"['__Entity__', 'Station']",centre,
974,"['__Entity__', 'Location']",zone aéroportuaire,
975,"['__Entity__', 'Road']",nouvelle route des Nations,
976,"['__Entity__', 'Road']",autoroute A1,
978,"['__Entity__', 'Infrastructure']",extension vers Ferney,
979,"['__Entity__', 'Agreement']",accord,
980,"['__Entity__', 'Government Organization']",Commission des transports du Grand Conseil du canton de Genève,
981,"['__Entity__', 'Infrastructure']",territoire de Ferney-Voltaire,
982,"['__Entity__', 'Government Organization']",État,
983,"['__Entity__', 'Action']",découpler les deux projets,
984,"['__Entity__', 'Traffic']",trafic de transit,
985,"['__Entity__', 'Date']",octobre 2017,
986,"['__Entity__', 'Date']",septembre 2018,
987,"['__Entity__', 'Infrastructure']",tramways sans ligne aérienne de contact,
988,"['__Entity__', 'Study']",études,
989,"['__Entity__', 'City', 'Location', 'Infrastructure', 'Station']",Ferney-Voltaire,
990,"['__Entity__', 'Infrastructure']",bus,
991,"['__Entity__', 'Location', 'Infrastructure']",aéroport,
992,"['__Entity__', 'Infrastructure']",extension vers l'aéroport,
993,"['__Entity__', 'Infrastructure']",chantier de construction de la route,
994,"['__Entity__', 'Government Organization']",communauté d'agglomération du Pays de Gex,
995,"['__Entity__', 'Infrastructure']",construction de la route,
996,"['__Entity__', 'Infrastructure']",nouvelle route,
997,"['__Entity__', 'Area', 'Region', 'Organization']",Grand Genève,
998,"['__Entity__', 'Infrastructure']",tram,
999,"['__Entity__', 'Infrastructure']",chantier de la route,
1000,"['__Entity__', 'Money']",78 millions de francs suisses,
1001,"['__Entity__', 'Infrastructure']",extension,
1002,"['__Entity__', 'Infrastructure', 'Line']",ligne,
1003,"['__Entity__', 'Infrastructure']",route de Ferney-Voltaire,
1004,"['__Entity__', 'Infrastructure']",réseau secondaire,
1005,"['__Entity__', 'Government', 'Government Organization']",canton,
1006,"['__Entity__', 'Organization', 'Government Organization']",Confédération,
1007,"['__Entity__', 'Infrastructure']",réalisation de deux branches,
1008,"['__Entity__', 'Person']",recourants,
1009,"['__Entity__', 'Organization']",Association transports et environnement (ATE),
1010,"['__Entity__', 'Study']",études préliminaires,
1011,"['__Entity__', 'Infrastructure']",tracé de la ligne,
1013,"['__Entity__', 'Station']","Grand-Saconnex, place",
1014,"['__Entity__', 'Station']","Grand-Saconnex, Morillons",
1015,"['__Entity__', 'Station']","Ferney-Voltaire, Ouest",
1016,"['__Entity__', 'Station']","Ferney-Voltaire, Allée de la Tire",
1017,"['__Entity__', 'Station']",Grand-Saconnex-P+R,
1018,"['__Entity__', 'Station']","Ferney-Voltaire, Place du Jura",
1019,"['__Entity__', 'Station']","Grand-Saconnex, P+R",
1020,"['__Entity__', 'Station']",Bernex-Pré-Marais,
1022,"['__Entity__', 'City']",Morez,
1023,"['__Entity__', 'Organization']",NStCM,
1024,"['__Entity__', 'Infrastructure']",Infrastructures,
1025,"['__Entity__', 'Transport Route']",Ligne Genève,
1026,"['__Entity__', 'Organization', 'Company', 'Fare System']",Léman Pass,
1027,"['__Entity__', 'Transport Route']",Ligne Saint-Gervais-les-Bains,
1028,"['__Entity__', 'Organization']",Proxim'iTi,
1029,"['__Entity__', 'Organization']",Unireso/Léman Pass,
1030,"['__Entity__', 'Organization', 'Company']",Société nationale des chemins de fer français,
1031,"['__Entity__', 'Transport Route']",Ligne Annemasse,
1032,"['__Entity__', 'Document']",Liste des stations,
1033,"['__Entity__', 'Transport Route']",Ligne Bellegarde,
1034,"['__Entity__', 'Transport Route']",Ligne Bouveret,
1035,"['__Entity__', 'Organization']",Arv'i,
1036,"['__Entity__', 'Infrastructure']",Kiosques du tramway,
1037,"['__Entity__', 'Organization']",Transports publics de la région nyonnaise,
1038,"['__Entity__', 'Organization']",Société intercommunale des bus de la région annécienne,
1039,"['__Entity__', 'Transport Route']",Ligne Lyon,
1040,"['__Entity__', 'Organization']",TER Auvergne-Rhône-Alpes,
1041,"['__Entity__', 'Organization']",Transport lacustre,
1042,"['__Entity__', 'Organization']",Chemins de fer fédéraux suisses,
1043,"['__Entity__', 'Organization']",Cars Région Haute-Savoie,
1044,"['__Entity__', 'Organization']",Autobus hors Unireso/Léman Pass,
1045,"['__Entity__', 'Transport Route']",Ligne Aix-les-Bains,
1047,"['__Entity__', 'City', 'Location', 'PopulatedPlace']",Chêne-Bougeries,
1048,"['__Entity__', 'PublicTransportStop']","Lignes 12 et 18 vers Lancy-Bachet, gare et Grand-Lancy, Palettes",
1049,"['__Entity__', 'PublicTransportLine']",Ligne 15 vers Genève,
1050,"['__Entity__', 'Infrastructure']",Conduite (système),
1051,"['__Entity__', 'City', 'Location', 'Train Station', 'PopulatedPlace']",Chêne-Bourg,
1052,"['__Entity__', 'Location', 'PopulatedPlace']",Ambilly,
1053,"['__Entity__', 'PublicTransportStop']",Jonction avec la gare de Genève-La Praille,
1054,"['__Entity__', 'Location', 'PopulatedPlace']",Gaillard,
1056,"['__Entity__', 'Station']","Lancy, Palettes",
1057,"['__Entity__', 'Line']",Tram CEVA,
1058,"['__Entity__', 'Location', 'Station']",Genève-Eaux-Vives,
1059,"['__Entity__', 'Station']",Gare de Genève-Eaux-Vives,
1060,"['__Entity__', 'Station']","Ambilly, Croix-d'Ambilly",
1061,"['__Entity__', 'Station']","Gaillard, Libération",
1062,"['__Entity__', 'Station']","Annemasse, Glières",
1063,"['__Entity__', 'Station']","Annemasse, Place Deffaugt",
1064,"['__Entity__', 'Station', 'Tram_stop']","Thônex, Graveson",
1065,"['__Entity__', 'Station']",Le Foron,
1066,"['__Entity__', 'Station']","Annemasse, Place de l'Étoile",
1067,"['__Entity__', 'Station']",Douane de Moillesulaz,
1068,"['__Entity__', 'Station', 'Building', 'Tram_stop']","Chêne-Bourg, Place Favre",
1069,"['__Entity__', 'Line']",Ligne d'Aix-les-Bains-Le Revard à Annemasse,
1070,"['__Entity__', 'Station', 'Tram_stop']","Chêne-Bourg, Peillonnex",
1071,"['__Entity__', 'Station']","Gaillard, Millet",
1074,"['__Entity__', 'Building', 'Tram_stop']","Chêne-Bougeries, Grange-Falquet",
1075,"['__Entity__', 'Building', 'Tram_stop']","Chêne-Bougeries, Grange-Canal",
1076,"['__Entity__', 'Station', 'Building']","Genève-Eaux-Vives, gare",
1077,"['__Entity__', 'Station']",Gare de Chêne-Bourg,
1078,"['__Entity__', 'Tram_stop']",Place Deffaugt Annemasse,
1079,"['__Entity__', 'Location', 'Tram_stop']",Place de l'Étoile,
1080,"['__Entity__', 'Tram_line']",rebroussement Annemasse,
1081,"['__Entity__', 'Tram_line']",rebroussement Genève,
1082,"['__Entity__', 'Building', 'Tram_stop']","Genève, Rive",
1083,"['__Entity__', 'Tram_stop']","Genève, Villereuse Roches",
1084,"['__Entity__', 'Building', 'Tram_stop']","Genève, Amandolier",
1085,"['__Entity__', 'Tram_line']",Ligne M1,
1086,"['__Entity__', 'Tram_stop']",Douane de Moillesul,
1087,"['__Entity__', 'Building', 'Tram_stop']","Genève, Place de Neuve",
1088,"['__Entity__', 'Building', 'Tram_stop']","Genève, Terrassière",
1089,"['__Entity__', 'Building', 'Tram_stop']","Genève, Molard",
1090,"['__Entity__', 'Location', 'Tram_stop']",Glières,
1091,"['__Entity__', 'Building', 'Tram_stop']","Chêne-Bougeries, Grangettes",
1094,"['__Entity__', 'Transportation Line']",Tramway line 17,
1096,"['__Entity__', 'Tramway Line']",ligne 36,
1097,"['__Entity__', 'Neighborhood']",quartier des Acacias,
1098,"['__Entity__', 'Tramway Line']",lignes 12,
1099,"['__Entity__', 'Tramway Line']",nouveau tronçon,
1100,"['__Entity__', 'Tramway Station']",ancienne station terminus,
1101,"['__Entity__', 'Tramway Line']",la vieille-ville,
1102,"['__Entity__', 'Person']",voyageurs,
1103,"['__Entity__', 'Tramway Line']",lignes 15,
1104,"['__Entity__', 'Train Station']",des Eaux-Vives,
1105,"['__Entity__', 'Distance']","3,3 km",
1106,"['__Entity__', 'Tramway Station']",P+R Étoile,
1107,"['__Entity__', 'Date']",11 décembre 2005,
1108,"['__Entity__', 'Tramway Line']",ligne de tramway,
1110,"['__Entity__', 'AdministrativeDivision']",canton de Genève,
1111,"['__Entity__', 'Place']",station Moillesulaz,
1112,"['__Entity__', 'Place', 'School']",Lycée des Glières,
1113,"['__Entity__', 'Place']",station Parc Montessuit,
1114,"['__Entity__', 'Transportation']",tram franco-genevois,
1116,"['__Entity__', 'Date']",20 février 2017,
1117,"['__Entity__', 'Location']",Route des Acacias,
1118,"['__Entity__', 'Time']",printemps 2018,
1119,"['__Entity__', 'Year', 'Date']",2017,
1120,"['__Entity__', 'Year', 'Date']",2018,
1121,"['__Entity__', 'Date']",30 janvier 2017,
1122,"['__Entity__', 'Year', 'Date']",2020,
1126,"['__Entity__', 'Coordinate']","46° 11′ 34″ N, 6° 08′ 18″ E",
1127,"['__Entity__', 'Bus Line']",Cars Région Haute-Savoie 272,
1128,"['__Entity__', 'Coordinate']",46° 11′ 41″ N,
1129,"['__Entity__', 'Coordinate']","46° 11′ 16″ N, 6° 07′ 29″ E",
1130,"['__Entity__', 'Train Line']",CFF Léman Express,
1132,"['__Entity__', 'Tramway']",18″ E 10 Genève Tramway,
1133,"['__Entity__', 'Tramway']",10 Chêne-Bougeries Tramway,
1134,"['__Entity__', 'Tramway']",10 Chêne-Bougeries Tramway Bus,
1135,"['__Entity__', 'Tramway']","10 Genève Tramway Genève-Eaux-Vives, gare",
1136,"['__Entity__', 'Building']","Genève, Villereuse",
1137,"['__Entity__', 'Tramway']",10 Genève Tramway Trolleybus Bus Mouette M1,
1138,"['__Entity__', 'Tramway']",10 Genève CFF Léman Express Tramway Bus,
1139,"['__Entity__', 'Tramway']",10 Genève Tramway Trolleybus Bus Star't 271,
1140,"['__Entity__', 'Tramway']",10 Genève Tramway Trolleybus Bus,
1141,"['__Entity__', 'Tramway']",10 Genève Tramway Bus Cars Région Haute-Savoie 274,
1142,"['__Entity__', 'Tramway']",10 Chêne-Bourg Tramway Bus,
1143,"['__Entity__', 'Tramway']",10 Genève Tramway Bus,
1145,"['__Entity__', 'Station']",Ambilly Bus TAC 6,
1146,"['__Entity__', 'Station']",Gaillard Ambilly,
1147,"['__Entity__', 'Station']",Annemasse Bus TAC Tango 5,
1148,"['__Entity__', 'Station']",Chêne-Bourg Tramway Bus,
1149,"['__Entity__', 'Location']",Croix-d'Ambilly,
1150,"['__Entity__', 'Location']",Libération,
1151,"['__Entity__', 'Station']",Thônex Tramway,
1152,"['__Entity__', 'Station']",Thônex Tramway Bus,
1153,"['__Entity__', 'Station']",Annemasse Objectif 2026,
1154,"['__Entity__', 'Duration']",43 minutes,
1155,"['__Entity__', 'Station']",Gaillard Bus TAC 3,
1156,"['__Entity__', 'Location']",Place Deffaugt,
1157,"['__Entity__', 'Location']",Millet,
1159,"['__Entity__', 'Zone']",Zone 210,
1160,"['__Entity__', 'Characteristic']",transfrontalier,
1161,"['__Entity__', 'Statistic']","9,476 millions",
1162,"['__Entity__', 'Project', 'Transport', 'Infrastructure', 'Transportation', 'Transport Service', 'Transportation Network', 'Train', 'Transportation_Network']",Léman Express,
1166,"['__Entity__', 'City']",Tours,
1167,"['__Entity__', 'City']",Le Havre,
1168,"['__Entity__', 'Transportation']",Tram-train de l'île de la Réunion,
1169,"['__Entity__', 'City']",Amiens,
1170,"['__Entity__', 'City']",Avignon,
1171,"['__Entity__', 'City']",Caen,
1172,"['__Entity__', 'City']",Nice,
1173,"['__Entity__', 'Transportation']",Tram-train de Strasbourg,
1174,"['__Entity__', 'City']",Artois-Gohelle,
1175,"['__Entity__', 'City']",Nancy,
1176,"['__Entity__', 'City']",Pointe-à-Pitre,
1177,"['__Entity__', 'City']",Nantes,
1178,"['__Entity__', 'City']",Lille,
1182,"['__Entity__', 'Location']",gare Genève,
1183,"['__Entity__', 'Node']",Mey,
1184,"['__Entity__', 'Location', 'Locality']",Jardin-Alpin-Vivarium,
1185,"['__Entity__', 'Transportation Line']",Lignes 15 et 17,
1186,"['__Entity__', 'Transportation Line']",Lignes 12 et 17,
1187,"['__Entity__', 'Location', 'Landmark']",Bois-du-Lan,
1188,"['__Entity__', 'Location', 'Landmark']",Place de Neuve,
1189,"['__Entity__', 'Location', 'Street']",Rue Lect,
1190,"['__Entity__', 'Location']",Point de rebroussement Ligne 15,
1191,"['__Entity__', 'Location']",Point de rebroussement A 1,
1192,"['__Entity__', 'Location']",Augustins Genève,
1193,"['__Entity__', 'Location']",Point de rebroussement Genève,
1196,"['__Entity__', 'Landmark']",Ancienne,
1197,"['__Entity__', 'Landmark']",Hôpital de La Tour,
1198,"['__Entity__', 'Location', 'Landmark']",Rondeau,
1199,"['__Entity__', 'Landmark']",Maisonnex,
1200,"['__Entity__', 'Location', 'Landmark']",Gare de Lancy-Bachet,
1201,"['__Entity__', 'Landmark']",Pailly,
1204,"['__Entity__', 'Locality']","Meyrin, village",
1205,"['__Entity__', 'Locality']",Le Rhône Genève,
1206,"['__Entity__', 'Locality']","Meyrin, Bois-du-Lan",
1208,"['__Entity__', 'Tramway']",Ligne 23,
1209,"['__Entity__', 'Location']",Meyrin-Cité,
1210,"['__Entity__', 'Location']",Meyrin-CERN,
1211,"['__Entity__', 'Location']",Coutance-Cornavin,
1212,"['__Entity__', 'Location']",Meyrin-Village,
1213,"['__Entity__', 'Location']",Direttissima,
1215,"['__Entity__', 'Location']",Pont de Carouge,
1216,"['__Entity__', 'Location']",Rue de la Corraterie,
1217,"['__Entity__', 'Bus']",Ligne 27,
1218,"['__Entity__', 'Location']",Rue de la Pépinière,
1219,"['__Entity__', 'Location', 'Landmark']",Collège Madame de Staël,
1220,"['__Entity__', 'Location']",Les Palettes,
1221,"['__Entity__', 'Location']",Théâtre,
1222,"['__Entity__', 'Location']",Rue du Pont-Neuf,
1223,"['__Entity__', 'Location']",Musée,
1225,"['__Entity__', 'Street']",rue Ancienne,
1226,"['__Entity__', 'Street']",rue du Pont-Neuf,
1227,"['__Entity__', 'Street']",route de Saint-Julien,
1228,"['__Entity__', 'Landmark']",musée,
1229,"['__Entity__', 'Landmark']",Place Neuve,
1230,"['__Entity__', 'Landmark']",Parc des Bastions,
1231,"['__Entity__', 'Landmark']",place du Rondeau,
1232,"['__Entity__', 'Street']",rue Saint-Victor,
1233,"['__Entity__', 'Landmark']",La Servette,
1234,"['__Entity__', 'Landmark']",Conservatoire de musique,
1235,"['__Entity__', 'Street']",rue de Carouge,
1236,"['__Entity__', 'Street']",rue de la Corraterie,
1237,"['__Entity__', 'Landmark']",rond-point de Plainpalais,
1238,"['__Entity__', 'Landmark']",Église du Sacré-Cœur,
1239,"['__Entity__', 'Landmark']",la Basilique Notre-Dame,
1240,"['__Entity__', 'Landmark']",mairie,
1241,"['__Entity__', 'Landmark']",le Jardin alpin,
1242,"['__Entity__', 'River']",Arve,
1243,"['__Entity__', 'Landmark']",Musée Rath,
1244,"['__Entity__', 'Landmark']",théâtre,
1245,"['__Entity__', 'Landmark']",la gare de Genève-Cornavin,
1246,"['__Entity__', 'Resident']",riverains de l’impasse du Faucigny,
1247,"['__Entity__', 'Organization']",service de l’Eau et de l’Assainissement d’Annemasse Agglo,
1249,"['__Entity__', 'Work']",Travaux pour l’extension du réseau de chaleur,
1250,"['__Entity__', 'Work']",Travaux de réseau d’eau,
1251,"['__Entity__', 'Work']",Travaux de réseaux,
1252,"['__Entity__', 'Work']",Mise en sens unique,
1253,"['__Entity__', 'Organization']",Eau et de l’Assainissement d’Annemasse Agglo,
1254,"['__Entity__', 'Roundabout']",Rond-point de l’Etoile,
1255,"['__Entity__', 'Work']",Tests sur des vannes,
1258,"['__Entity__', 'District']",centre-ville,
1259,"['__Entity__', 'Street']",Rue Henri Barbusse,
1260,"['__Entity__', 'Event']",coupure d’eau ponctuelle,
1261,"['__Entity__', 'Street']",Rue de Malbrande,
1262,"['__Entity__', 'Street']",Avenue de Verdun,
1263,"['__Entity__', 'Event']",travaux de réaménagement,
1264,"['__Entity__', 'Street']",Rue du Stade Albert Baud,
1265,"['__Entity__', 'Square']",Place Jean Deffaugt,
1268,"['__Entity__', 'Project']",Planche d’essai,
1269,"['__Entity__', 'Material']",Pavés,
1270,"['__Entity__', 'Group']",Personnes à Mobilité Réduite,
1271,"['__Entity__', 'Infrastructure', 'Traffic_Regulation']",Zone 30,
1272,"['__Entity__', 'Material']",Joints,
1273,"['__Entity__', 'Traffic_Regulation']",Double sens,
1279,"['__Entity__', 'Infrastructure']",Nouvelle interface Cornavin,
1280,"['__Entity__', 'Plan']",Plan d'actions 2030-2035,
1281,"['__Entity__', 'Infrastructure']",Ligne de ceinture,
1282,"['__Entity__', 'Organization']",Communes,
1283,"['__Entity__', 'Plan']",Plan d'actions 2025-2029,
1284,"['__Entity__', 'Infrastructure']",Gare souterraine,
1285,"['__Entity__', 'Organization', 'Administrative Area']",Ville de Genève,
1286,"['__Entity__', 'Plan']",Plan d'actions de la mobilité douce,
1288,"['__Entity__', 'Transport']",places vélos,
1289,"['__Entity__', 'Transport']",accompagnement,
1290,"['__Entity__', 'Transport']",approche multimodale,
1291,"['__Entity__', 'Transport']",liaisons piétonnes,
1292,"['__Entity__', 'Administrative Area']",Unimail,
1293,"['__Entity__', 'Administrative Area']",Louis Casai,
1294,"['__Entity__', 'Infrastructure']",gares LEX,
1295,"['__Entity__', 'Infrastructure', 'Bridge', 'Administrative Area']",Pont de Lancy,
1296,"['__Entity__', 'Transport']",réflexion,
1297,"['__Entity__', 'Administrative Area']",Pictet de Rochemont,
1298,"['__Entity__', 'Administrative Area']",Contournement Est,
1299,"['__Entity__', 'Transport']",requalifications multimodales,
1300,"['__Entity__', 'Transport']",Système Vélos PartaGE,
1301,"['__Entity__', 'Transport']",décision,
1302,"['__Entity__', 'Administrative Area']",Rue de Carouge,
1303,"['__Entity__', 'Administrative Area']",Quais Cologny,
1304,"['__Entity__', 'Transport', 'Parking']",stationnement,
1305,"['__Entity__', 'Transport']",suppression,
1306,"['__Entity__', 'Administrative Area']",Eaux-Vives,
1307,"['__Entity__', 'Road', 'Administrative Area']",Route des Nations,
1308,"['__Entity__', 'Administrative Area']",Barreau Montfleury,
1309,"['__Entity__', 'Administrative Area']",Boulevard Abarois,
1310,"['__Entity__', 'Transport']",plan d'actions,
1311,"['__Entity__', 'Administrative Area']",Rte de Lausanne,
1312,"['__Entity__', 'Administrative Area']",Champel,
1313,"['__Entity__', 'Administrative Area']",CH,
1314,"['__Entity__', 'Transport']",liaisons cyclables,
1315,"['__Entity__', 'Transport']",liaison,
1316,"['__Entity__', 'Transport']",passerelle piétonne,
1317,"['__Entity__', 'Transport']",sensibilisation,
1318,"['__Entity__', 'Administrative Area']",Jonction Canada,
1319,"['__Entity__', 'Transport']",Formation,
1320,"['__Entity__', 'Person']",pendulaires,
1321,"['__Entity__', 'Transport']",vélos-stations,
1322,"['__Entity__', 'Administrative Area']",Contournement Ouest,
1323,"['__Entity__', 'Transport']",élargissement,
1324,"['__Entity__', 'Administrative Area']",JAG,
1325,"['__Entity__', 'Transport']",exemplarité,
1326,"['__Entity__', 'Transport']",dissuasion,
1327,"['__Entity__', 'Administrative Area']",Mont-Blanc,
1328,"['__Entity__', 'Transport']",pénétrantes cyclables,
1331,"['__Entity__', 'Organization']",Département des infrastructures,
1332,"['__Entity__', 'Person']",V. Kaufmann,
1333,"['__Entity__', 'Document']",MATRICE D’ACTIONS,
1335,"['__Entity__', 'Project']",projets principaux suivants,
1336,"['__Entity__', 'Transportation']",Transports régionaux,
1337,"['__Entity__', 'Law Article']","Art. 4, al. 1, phrase introductive, lettres a, b, chiffres 2 et 3, lettres a, c et
d (nouvelle teneur), lettre f (nouvelle), chiffre 4 (nouvelle
tenur), al. 1, lettre c (nouvelle teneur), al. 1, lettre f
(nouvelle), al. 2 (nouvelle teneur)",
1338,"['__Entity__', 'Law']",loi sur le réseau des transports publics,
1339,"['__Entity__', 'Organization']",GRAND CONSEIL,
1340,"['__Entity__', 'Transportation']","liaison Cornavin – Eaux-Vives – Annemasse via La Praille – les
Eaux-Vives (CEVA)",
1341,"['__Entity__', 'Transportation']",desserte régionale et transfrontalière de l’agglomération par chemin de fer,
1342,"['__Entity__', 'Law']",Loi modifiant la loi sur le réseau H 1 50,
1343,"['__Entity__', 'Infrastructure']",réseau des transports publics,
1344,"['__Entity__', 'Law']",Loi sur le réseau des transports publics,
1345,"['__Entity__', 'Measure']",mesures suivantes,
1346,"['__Entity__', 'Project']","extension de capacité du nœud de Genève incluant notamment la
construction d’une nouvelle gare souterraine au droit de la gare de
Genève",
1347,"['__Entity__', 'Law']",loi sur le réseau des transports publics (LRTP),
1348,"['__Entity__', 'Infrastructure']",aménagement d’infrastructure nécessaires,
1349,"['__Entity__', 'Region']",République et canton de Genève,
1351,"['__Entity__', 'Phase']",Cornavin – Nations,
1352,"['__Entity__', 'Phase']",traversée de Lancy sans diminution de la capacité routière,
1353,"['__Entity__', 'Phase']",lignes Cornavin – Meyrin,
1354,"['__Entity__', 'Location']",gare de Genève,
1355,"['__Entity__', 'Program']",programme de développement stratégique ferroviaire,
1356,"['__Entity__', 'Location']",Zimeysa,
1357,"['__Entity__', 'Location']",Cherpines,
1358,"['__Entity__', 'Organization']",Confédération suisse,
1359,"['__Entity__', 'Phase']",première étape,
1360,"['__Entity__', 'Phase']",extension en direction de Ferney-Voltaire,
1361,"['__Entity__', 'Phase']",branche entre le Grand-Saconnex et l’Aéroport,
1362,"['__Entity__', 'Phase']",prolongement de la ligne de tramway Cornavin – Place des Nations jusqu’au Grand-Saconnex,
1363,"['__Entity__', 'Organization']",suisses,
1364,"['__Entity__', 'Phase']",prolongement en deux étapes de la ligne de tramway desservant les Palettes en passant par les Cherpines jusqu’à la frontière franco-suisse à Perly,
1365,"['__Entity__', 'Phase']",deuxième étape,
1366,"['__Entity__', 'Phase']",maîtrise d’ouvrage française jusqu’à Saint-Julien,
1367,"['__Entity__', 'Phase']","prolongement Cornavin – rond-point de Plainpalais – Acacias, – Grand-Lancy – Palettes",
1368,"['__Entity__', 'Organization']",françaises,
1369,"['__Entity__', 'Transportation']",transports publics régionaux,
1370,"['__Entity__', 'Phase']",traversée de Perly,
1372,"['__Entity__', 'Construction']",construction,
1373,"['__Entity__', 'Lane']",voies réservées,
1374,"['__Entity__', 'Extension']",extensions,
1375,"['__Entity__', 'Construction']",réalisées,
1376,"['__Entity__', 'Network']",réseau à réaliser,
1377,"['__Entity__', 'CapacityExtension']",extension de capacité,
1378,"['__Entity__', 'Favor']",favorisant,
1379,"['__Entity__', 'Line']",lignes,
1380,"['__Entity__', 'Exit']",sortie,
1381,"['__Entity__', 'Reservation']",réservées,
1382,"['__Entity__', 'Traffic']",trafic général,
1383,"['__Entity__', 'Network']",réseau urbain principal,
1384,"['__Entity__', 'Garage']",possibilités de garage,
1385,"['__Entity__', 'Design']",conçues,
1386,"['__Entity__', 'Tramway']",réseau de tramway,
1387,"['__Entity__', 'Station']",gares ferroviaires,
1388,"['__Entity__', 'Location']",espace public,
1389,"['__Entity__', 'Entrance']",entrée,
1390,"['__Entity__', 'Line']",lignes de transports publics sur pneus,
1391,"['__Entity__', 'Amenagement']",aménagements,
1392,"['__Entity__', 'Line']",lignes secondaires et suburbaines,
1393,"['__Entity__', 'Location']",sites propres,
1394,"['__Entity__', 'Redesign']",réaménagement ponctuel,
1395,"['__Entity__', 'Junction']",nœuds,
1396,"['__Entity__', 'Train']",nœud ferroviaire de Genève,
1397,"['__Entity__', 'Adaptation']",adaptées et améliorées,
1398,"['__Entity__', 'Terminus']",terminus,
1399,"['__Entity__', 'Interface']",interfaces publiques,
1400,"['__Entity__', 'Reorganization']",réorganisation,
1401,"['__Entity__', 'Redesign']",réaménagement,
1402,"['__Entity__', 'Network']",réseau existant,
1403,"['__Entity__', 'Station']",gares CEVA,
1404,"['__Entity__', 'Location']",terminus intermédiaires,
1405,"['__Entity__', 'Tramway']",nœud tramway de Cornavin,
1413,"['__Entity__', 'Law']",Loi sur la gestion administrative et financière de l’Etat,
1414,"['__Entity__', 'Law']",Loi sur l’expropriation pour cause d’utilité publique,
1415,"['__Entity__', 'Law']",Articles 9A et 9D,
1416,"['__Entity__', 'Law']","Article 3, alinéa 1, lettre a",
1419,"['__Entity__', 'Location']",frontières,
1420,"['__Entity__', 'Location', 'Measure']",45 gares,
1421,"['__Entity__', 'Distance']",230 km,
1422,"['__Entity__', 'Location']",Cornavin – Eaux-Vives – Annemasse,
1423,"['__Entity__', 'Population']",un million d’habitants,
1424,"['__Entity__', 'Role']",chargé du Département des infrastructures,
1425,"['__Entity__', 'Person']",Serge Dal Busco,
1426,"['__Entity__', 'Title']",Conseiller d’État,
1428,"['__Entity__', 'Transportation']",ferroviaire,
1429,"['__Entity__', 'Location']",Ain,
1430,"['__Entity__', 'City', 'Location']",Coppet,
1431,"['__Entity__', 'Location']",Evian-les-Bains,
1432,"['__Entity__', 'Transportation']",RegioExpress,
1433,"['__Entity__', 'Location']",Saint-Gervais-les-Bains-le-Fayet,
1434,"['__Entity__', 'Transportation']",TER,
1436,"['__Entity__', 'Product']",offre de transports collectifs,
1437,"['__Entity__', 'Company']",tpg,
1438,"['__Entity__', 'Geographical Area']",Thonon,
1439,"['__Entity__', 'Misc']",au-delà de ces exemples,
1440,"['__Entity__', 'Infrastructure']",gares Léman Express,
1441,"['__Entity__', 'Infrastructure']",liaison à haut niveau de service,
1442,"['__Entity__', 'Misc']",réalisation,
1443,"['__Entity__', 'Product']",OùRA,
1444,"['__Entity__', 'Company']",réseau régional ferroviaire,
1445,"['__Entity__', 'Product']",dessertes en transports collectifs,
1446,"['__Entity__', 'Product']",SwissPass,
1447,"['__Entity__', 'Organization']",autorités françaises,
1448,"['__Entity__', 'Infrastructure']",nouvelles liaisons,
1449,"['__Entity__', 'Company']",Bus Urbain Thononais (BUT),
1450,"['__Entity__', 'Geographical Area']",Bas-Chablais,
1451,"['__Entity__', 'Company']",réseau interurbain,
1452,"['__Entity__', 'Company']",réseaux de transports collectifs transfrontaliers,
1453,"['__Entity__', 'Measure', 'Misc']",mesures de rabattement,
1454,"['__Entity__', 'Company']",Réseau TAC Annemasse,
1455,"['__Entity__', 'Geographical Area']",Yvoire,
1456,"['__Entity__', 'Organization']",partenaires français,
1457,"['__Entity__', 'Geographical Area']",Machilly,
1458,"['__Entity__', 'Geographical Area']",Douvaine,
1459,"['__Entity__', 'Geographical Area']",côté français,
1460,"['__Entity__', 'Company']",réseaux de transports collectifs régionaux,
1461,"['__Entity__', 'Company']",réseaux de transports collectifs urbains,
1462,"['__Entity__', 'Transportation Ticket']",titres de transports,
1463,"['__Entity__', 'Geographical Area']",Perrignier,
1464,"['__Entity__', 'Geographical Area']",Bons-en-Chablais,
1465,"['__Entity__', 'Geographical Area']",Sciez,
1466,"['__Entity__', 'Sales']",achetés,
1467,"['__Entity__', 'Organization']",partenaires vaudois,
1468,"['__Entity__', 'Geographical Area']",presqu’ile,
1471,"['__Entity__', 'City', 'Location']",Grand-Saconnex,
1472,"['__Entity__', 'City']",Genève-Sécheron,
1477,"['__Entity__', 'Pollution']",pollution,
